,OBJECTID,2019 Unemployed Population 16+: Percent,2014-2018 ACS Average Number of Vehicles,2014-2018 ACS HHs: Inc Below Poverty Level: Percent,2019 Median Household Income,2019 Average Household Income,Household_Density,Total_Pop_Density,Day_Pop_Density,Undeveloped_Sq_Meters,Developed_Open_Space_Sq_Meters,Developed_Low_Intensity_Sq_Meters,Developed_Medium_Intensity_Sq_Meters,Developed_High_Intensity_Sq_Meters,Square_Meters_Residential,Square_Meters_Com_Ind_MU,Square_Meters_Other,SUM_PASSENGERS_ON,SUM_PASSENGERS_OFF,Shape_Length,Shape_Area,Net_Passengers
672,673,0.0,2.3,0.0,200001,111236,699.7995334,1399.599067,699.7995334,5370.0,1800.0,3930.0,0.0,0.0,820.9198575,0.0,0.0,0.0,0.0,0.004707823,1.1e-06,0.0
673,674,0.0,2.0,0.0,0,29133,673.995313,673.995313,336.9976565,0.0,0.0,930.0,5730.0,1020.0,101.96822009999998,0.0,0.0,0.0,0.0,0.003941086,7.590000000000001e-07,0.0
674,675,0.0,2.0,0.0,0,64169,197.4622018,394.9244036,197.4622018,6030.0,7080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006790612,1.3e-06,0.0
675,676,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1912020.0,46830.0,7110.0,8940.0,26610.0,27.24001897,0.0,0.0,0.0,0.0,0.144741547,0.00019802400000000001,0.0
676,677,0.0,0.0,0.0,0,0,0.0,0.0,0.0,150330.0,18330.0,2850.0,9690.0,23640.0,0.0,0.0,0.0,0.0,0.0,0.026706984,2.0300000000000002e-05,0.0
677,678,0.0,0.0,0.0,0,0,0.0,0.0,0.0,480.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00229203,4.82e-08,0.0
678,679,0.0,2.0,0.0,0,104956,348.66213930000004,522.9932089,348.66213930000004,12690.0,2250.0,0.0,0.0,0.0,455.97573289999997,0.0,0.0,0.0,0.0,0.005316341,1.47e-06,0.0
679,680,0.0,0.0,0.0,0,0,0.0,0.0,0.0,270.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000989904,2.63e-08,0.0
680,681,0.0,1.2,14.29,35000,45141,30.05255717,58.52340081,28.47084364,1539780.0,95520.0,900.0,750.0,0.0,6375.409903,368.7676766,313.7608121,0.0,0.0,0.104670471,0.000161939,0.0
681,682,0.0,1.0,0.0,0,59394,267.784989,535.569978,267.784989,9630.0,150.0,0.0,0.0,0.0,106.18835490000001,0.0,0.0,0.0,0.0,0.005334455,9.55e-07,0.0
682,683,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00102018,3.52e-08,0.0
683,684,10.0,1.2,33.33,18750,35447,1660.891307,3183.375005,1937.706525,0.0,6300.0,12090.0,330.0,0.0,1930.9346920000003,0.0,0.0,0.0,0.0,0.006643171999999999,1.85e-06,0.0
684,685,0.0,0.0,0.0,0,0,0.0,0.0,2282.281152,513870.0,118980.0,122310.0,68160.0,18090.0,0.0,1266.843337,0.0,0.0,0.0,0.051154958,8.31e-05,0.0
685,686,0.0,1.5,0.0,40584,45454,61.49252243,98.38803589,49.19401795,137190.0,50730.0,16290.0,5460.0,750.0,778.9784242000001,0.0,1106.074775,0.0,0.0,0.039664199,2.08e-05,0.0
686,687,2.52,2.1,12.31,51852,90432,346.6217779,806.1877306,482.933713,175770.0,328590.0,115020.0,42420.0,3240.0,32376.8028,0.0,947.7169984999999,0.0,0.0,0.11738677300000001,6.57e-05,0.0
687,688,0.0,2.0,0.0,0,45436,333.63298280000004,333.63298280000004,0.0,0.0,240.0,6930.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008567813,7.67e-07,0.0
688,689,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,720.0,9810.0,8670.0,0.0,1811.923575,4431.537405,0.0,0.0,0.006148961999999999,1.9e-06,0.0
689,690,0.0,0.0,0.0,0,0,0.0,0.0,15005.475040000001,0.0,150.0,2490.0,10920.0,12210.0,0.0,3514.4550630000003,0.0,0.0,0.0,0.006793805,2.54e-06,0.0
690,691,0.0,0.0,0.0,0,0,0.0,0.0,14943.00802,0.0,0.0,750.0,5700.0,4320.0,0.0,1631.2046269999998,0.0,0.0,0.0,0.004235048,1.06e-06,0.0
691,692,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,510.0,2970.0,180.0,0.0,0.0,0.0,0.0,0.0,0.005833247,3.46e-07,0.0
692,693,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006836710000000001,3.5699999999999995e-08,0.0
693,694,0.0,1.6,12.5,50000,102557,609.5092948,1066.641266,7618.866184999999,0.0,11670.0,8460.0,8370.0,5490.0,488.1741637,1470.0092630000001,5358.376587,90.0,87.0,0.009776452,3.36e-06,3.0
694,695,2.86,1.8,5.0,68260,107643,3095.4429210000003,5159.071534000001,1490.398443,0.0,3480.0,19140.0,0.0,0.0,3590.51566,132.48275719999998,0.0,0.0,0.0,0.005857332,2.23e-06,0.0
695,696,4.63,0.9,30.0,33001,68794,22390.82401,23046.6222,16020.21299,450.0,0.0,5820.0,17310.0,4080.0,1451.9080609999999,5131.803515,1422.971804,0.0,0.0,0.007588046,2.73e-06,0.0
696,697,0.0,0.0,0.0,0,0,0.0,0.0,44506.495,0.0,0.0,0.0,0.0,12960.0,1114.2078210000002,0.0,6828.991413,1049.0,916.0,0.004548636,1.28e-06,133.0
697,698,7.32,2.2,13.04,54361,69129,396.54101569999995,902.4726565,396.54101569999995,64920.0,43980.0,29400.0,26040.0,25200.0,4286.142169,1072.75874,827.3770561000001,0.0,0.0,0.031509953,1.87e-05,0.0
698,699,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,660.0,8250.0,13620.0,180.0,0.0,0.0,0.0,0.0,0.0,0.014825612,2.25e-06,0.0
699,700,5.71,0.9,30.95,33196,68793,6549.602888,6986.2430810000005,13273.86185,0.0,0.0,0.0,6180.0,23520.0,1409.253068,8045.519503,0.0,372.0,628.0,0.007137783000000001,2.93e-06,-256.0
700,701,0.0,1.7,6.25,53051,80646,6330.823704,9116.386134,4304.960118999999,0.0,0.0,6480.0,3840.0,0.0,3461.5968340000004,246.21138019999998,0.0,0.0,0.0,0.004050334,1.01e-06,0.0
701,702,0.0,0.0,0.0,0,0,0.0,0.0,1288.18851,0.0,540.0,14160.0,12210.0,13320.0,2.242198751,2953.77182,0.0,0.0,0.0,0.012092598999999999,3.97e-06,0.0
702,703,0.0,1.6,7.69,60675,80647,3180.258297,6890.559644,3445.279822,0.0,0.0,960.0,6240.0,2550.0,861.6085519999999,1196.53871,0.0,0.0,0.0,0.004617191,9.65e-07,0.0
703,704,0.0,0.0,0.0,0,0,0.0,0.0,846.4095858999999,0.0,0.0,0.0,6210.0,2940.0,0.0,318.08349,0.0,2.0,8.0,0.005021891,9.070000000000001e-07,-6.0
704,705,0.0,0.0,0.0,0,0,0.0,0.0,4386.9842770000005,0.0,0.0,570.0,2340.0,7470.0,0.0,1661.57151,0.0,6.0,0.0,0.005500374000000001,1.05e-06,6.0
705,706,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110.0,0.0,0.0,0.0,0.0,0.0,0.001574082,1.11e-07,0.0
706,707,0.0,1.5,0.0,60354,80644,5816.045096,12722.59865,3998.531004,0.0,750.0,4620.0,1740.0,90.0,2681.793897,0.0,0.0,0.0,0.0,0.003965648,7.040000000000001e-07,0.0
707,708,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,270.0,0.0,0.0,0.0,0.0,0.0,0.00183153,1.11e-07,0.0
708,709,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,900.0,5610.0,780.0,0.0,0.0,0.0,0.0,0.0,0.014045678999999998,7.1e-07,0.0
709,710,0.0,1.5,12.5,60354,80644,5527.3273039999995,11400.11256,3454.579565,0.0,0.0,990.0,6420.0,0.0,2252.616109,0.0,0.0,0.0,0.0,0.004010038,7.41e-07,0.0
710,711,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,150.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001719654,7.82e-08,0.0
711,712,0.0,0.0,0.0,0,0,0.0,0.0,2495.92384,0.0,0.0,0.0,1620.0,4560.0,0.0,553.1695658,0.0,0.0,1.0,0.004354871,6.15e-07,-1.0
712,713,21.43,1.1,41.67,15000,29243,920.5381292999999,1442.176403,1104.645755,8130.0,44940.0,18780.0,10860.0,1740.0,3208.823077,923.6603744999999,0.0,104.0,0.0,0.012977981000000001,8.33e-06,104.0
713,714,21.43,1.1,40.91,15000,28999,1171.8037570000001,3147.1300899999997,2845.809124,16920.0,31680.0,27600.0,1080.0,0.0,3810.8475630000003,776.7106791,181.28044319999998,0.0,0.0,0.024578058,7.64e-06,0.0
714,715,0.0,0.0,0.0,0,0,0.0,0.0,4438.432384000001,0.0,0.0,0.0,4140.0,6390.0,0.0,1062.777605,0.0,0.0,0.0,0.004098696,1.04e-06,0.0
715,716,0.0,1.4,45.45,15578,22260,2118.0629879999997,4342.029125999999,3177.094483,0.0,900.0,14820.0,8820.0,0.0,2596.525264,939.0050156,0.0,49.0,10.0,0.006262529,2.42e-06,39.0
716,717,0.0,2.0,100.0,0,23494,89.24135309,178.4827062,2320.27518,0.0,0.0,8550.0,16710.0,3840.0,0.0,4405.713352000001,0.0,16.0,8.0,0.0069276830000000005,2.87e-06,8.0
717,718,5.88,1.9,7.14,56314,59544,1511.467321,3255.468075,1395.2006039999999,0.0,15180.0,7080.0,0.0,0.0,1874.7885260000003,226.79387340000002,0.0,0.0,0.0,0.008841599,2.2e-06,0.0
718,719,11.11,1.9,14.52,55895,84246,1456.803154,3322.533508,1712.382654,0.0,63060.0,38250.0,0.0,0.0,9019.648875,0.0,0.0,0.0,0.0,0.021187426000000002,1e-05,0.0
719,720,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1080.0,3120.0,1110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004106831,5.21e-07,0.0
720,721,0.0,2.0,0.0,75000,85187,505.701138,379.27585350000004,252.850569,14520.0,5850.0,0.0,0.0,0.0,718.1059598999999,0.0,0.0,0.0,0.0,0.008003234,2.03e-06,0.0
721,722,0.0,0.0,0.0,0,0,0.0,0.0,0.0,270.0,5280.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00728966,6.68e-07,0.0
722,723,0.0,1.6,14.29,35000,56148,1260.788589,2063.1086,1375.405734,2400.0,9780.0,4350.0,6030.0,0.0,1552.949931,934.0925604,260.1114078,0.0,0.0,0.007028334000000001,2.23e-06,0.0
723,724,0.0,1.6,7.14,35764,50906,439.31121060000004,862.0446396,431.0223198,180840.0,71490.0,41520.0,18900.0,0.0,4306.757841,0.0,449.690217,0.0,0.0,0.038017897,3.09e-05,0.0
724,725,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,990.0,10200.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010334362,1.14e-06,0.0
725,726,0.0,1.6,11.11,41420,50905,1254.707616,2509.415231,1254.707616,0.0,10650.0,12300.0,0.0,0.0,2170.779703,0.0,0.0,0.0,0.0,0.006645033000000001,2.24e-06,0.0
726,727,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2070.0,7020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00713252,9.090000000000001e-07,0.0
727,728,14.29,1.1,25.0,28958,39719,381.93919980000004,907.1055995999999,572.9087997,9810.0,41430.0,2940.0,0.0,0.0,910.0691630000001,0.0,602.8494682,0.0,0.0,0.01412432,5.36e-06,0.0
728,729,0.0,1.6,14.58,31524,37444,1492.2874140000001,2392.0489420000004,3006.52023,0.0,57270.0,40410.0,16050.0,4140.0,6977.357579,3625.525825,162.84880869999998,0.0,0.0,0.016664553000000002,1.17e-05,0.0
729,730,0.0,0.0,0.0,33588,50906,34301.9334,65621.08999,32810.545,0.0,360.0,1350.0,0.0,0.0,361.03431739999996,0.0,0.0,0.0,0.0,0.00174075,1.72e-07,0.0
730,731,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006078215,8.720000000000001e-07,0.0
731,732,0.0,0.0,0.0,0,0,0.0,0.0,3133.527413,18570.0,54630.0,34140.0,31350.0,35670.0,0.0,22641.05749,0.0,0.0,0.0,0.017246683,1.7199999999999998e-05,0.0
732,733,0.0,0.0,0.0,0,0,0.0,0.0,15068.45931,0.0,0.0,9840.0,30600.0,28590.0,0.0,24847.78969,0.0,0.0,0.0,0.010740946999999999,6.81e-06,0.0
733,734,0.0,1.6,6.67,41192,49048,2668.60843,4471.722234000001,2163.7365649999997,0.0,15330.0,18060.0,2400.0,0.0,3625.0669420000004,336.44394239999997,41.37823323,0.0,0.0,0.009515220999999999,3.55e-06,0.0
734,735,0.0,1.6,5.56,36357,50906,2209.1088670000004,4336.398886,2209.1088670000004,0.0,17190.0,14370.0,0.0,0.0,3299.447737,0.0,0.0,0.0,0.0,0.008202293000000001,3.13e-06,0.0
735,736,0.0,1.7,9.09,37784,49048,1418.356779,4126.128812,1805.1813550000002,0.0,11550.0,8520.0,0.0,0.0,1672.380776,0.0,0.0,0.0,0.0,0.00598913,1.99e-06,0.0
736,737,0.0,0.0,0.0,0,0,0.0,0.0,3851.521725,60.0,2250.0,2790.0,4350.0,2010.0,0.0,930.0681969000001,0.0,0.0,0.0,0.006388945,1.13e-06,0.0
737,738,3.03,1.6,30.77,41023,73126,1716.9966980000002,3807.253547,1493.0406070000001,0.0,27810.0,6900.0,0.0,0.0,3281.183844,0.0,0.0,0.0,0.0,0.007918035,3.43e-06,0.0
738,739,0.0,1.4,14.29,41302,68371,4133.586621,10850.66488,4650.2849479999995,0.0,1920.0,3150.0,0.0,0.0,673.6879624,0.0,0.0,0.0,0.0,0.002875649,4.95e-07,0.0
739,740,0.0,0.0,0.0,100000,183703,2657.986903,8859.956345,3986.9803549999997,0.0,2940.0,1800.0,1080.0,0.0,1597.420312,0.0,0.0,0.0,0.0,0.004069555999999999,5.78e-07,0.0
740,741,0.0,0.0,0.0,0,0,0.0,0.0,0.0,15210.0,3270.0,13860.0,22080.0,9420.0,7.791144772999999,0.0,0.0,0.0,0.0,0.02808741,6.31e-06,0.0
741,742,0.0,2.3,0.0,100000,97080,557.8489985,906.5046226,418.3867489,14190.0,19560.0,3090.0,0.0,0.0,2888.8482710000003,0.0,68.86497476,0.0,0.0,0.007601231999999999,3.67e-06,0.0
742,743,5.0,1.9,9.09,79776,92550,2058.9214239999997,7549.3785530000005,4804.149988,2880.0,9240.0,3120.0,0.0,0.0,1481.923908,105.8440643,0.0,0.0,0.0,0.00497993,1.49e-06,0.0
743,744,0.0,1.5,0.0,35000,45454,490.41110729999997,653.8814764,326.9407382,11820.0,16800.0,2940.0,0.0,0.0,1727.012207,0.0,0.0,0.0,0.0,0.007562265,3.13e-06,0.0
744,745,0.0,1.9,0.0,75000,92552,1410.3692529999998,2468.146192,1234.073096,750.0,7530.0,6210.0,0.0,0.0,1120.417983,0.0,0.0,0.0,0.0,0.004852363,1.45e-06,0.0
745,746,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1223580.0,11940.0,2670.0,3810.0,150.0,0.0,0.0,0.0,0.0,0.0,0.086240225,0.000122789,0.0
746,747,1.01,0.0,2.1,96001,95112,367.8133685,929.1404868999999,301.9363473,1158300.0,566940.0,153990.0,6270.0,1890.0,61115.15987999999,2182.565372,230.87193219999997,0.0,0.0,0.113605377,0.000186612,0.0
747,748,0.0,1.6,5.26,38153,45452,1155.901832,3166.165888,1557.954643,0.0,30360.0,19410.0,1650.0,0.0,4130.1460130000005,0.0,0.0,0.0,0.0,0.009712203,5.0999999999999995e-06,0.0
748,749,0.0,1.6,7.14,37593,45450,1770.5016079999998,3749.297524,1770.5016079999998,0.0,6630.0,18180.0,0.0,0.0,2997.422123,0.0,0.0,0.0,0.0,0.006776705,2.46e-06,0.0
749,750,3.7,0.8,33.33,35000,68795,7114.474227,11921.55141,7114.474227,0.0,0.0,0.0,8250.0,5160.0,3296.4253559999997,0.0,0.0,15.0,70.0,0.00464026,1.33e-06,-55.0
750,751,3.85,0.0,0.0,33726,68794,22894.54352,24325.45249,20237.14115,0.0,0.0,3870.0,8610.0,180.0,2728.885612,325.2781418,0.0,2.0,27.0,0.004392035,1.25e-06,-25.0
751,752,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11250.0,2280.0,0.0,0.0,0.0,0.0,2.0,0.004657001,1.34e-06,-2.0
752,753,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7950.0,5580.0,0.0,6825.135558,0.0,3.0,6.0,0.0046468640000000005,1.34e-06,-3.0
753,754,0.0,0.0,0.0,0,0,0.0,560.9987209,1682.9961629999998,0.0,0.0,2190.0,6750.0,330.0,0.0,0.0,0.0,933.0,378.0,0.003898086,9.12e-07,555.0
754,755,0.0,1.0,0.0,0,68798,115.96799299999999,347.90397889999997,9857.279402,0.0,0.0,4620.0,14010.0,3840.0,0.0,844.8702558,0.0,0.0,0.0,0.0059763659999999994,2.21e-06,0.0
755,756,0.0,0.0,0.0,0,0,0.0,0.0,23027.05361,0.0,0.0,0.0,120.0,6300.0,0.0,549.7196785,0.0,0.0,0.0,0.0038827659999999997,6.33e-07,0.0
756,757,8.33,1.6,20.45,30224,64926,2077.604009,2968.005728,1966.3037940000002,6840.0,15000.0,35370.0,10800.0,1830.0,6657.918016,0.0,0.0,8.0,13.0,0.012642023,6.900000000000001e-06,-5.0
757,758,0.0,0.0,0.0,0,0,0.0,0.0,14673.503180000002,420.0,0.0,0.0,6870.0,6900.0,0.0,1247.856764,0.0,37.0,48.0,0.005526729,1.4e-06,-11.0
758,759,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,450.0,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002521261,2.3600000000000002e-07,0.0
759,760,0.0,0.0,0.0,0,0,0.0,0.0,16010.374080000001,0.0,1320.0,8520.0,27900.0,59370.0,0.0,37969.68002,0.0,0.0,0.0,0.015771978,9.62e-06,0.0
760,761,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0014777360000000001,8.87e-08,0.0
761,762,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2490.0,240.0,0.0,0.0,0.0,0.0,0.0,0.00489743,2.77e-07,0.0
762,763,0.0,0.0,0.0,0,0,0.0,0.0,545.9526087,0.0,0.0,2100.0,9090.0,12540.0,0.0,1255.208042,0.0,0.0,0.0,0.006620173000000001,2.34e-06,0.0
763,764,0.0,1.4,40.0,15000,23497,321.27166569999997,385.52599879999997,257.0173326,0.0,24300.0,11730.0,3420.0,780.0,639.3330247,264.6197507,0.0,15.0,1.0,0.009659826,3.98e-06,14.0
764,765,0.0,1.3,44.44,15000,23497,1048.668384,3146.005152,2097.336768,0.0,7890.0,11910.0,0.0,0.0,1007.8704859999999,355.31489750000003,696.976193,0.0,0.0,0.005869636,1.95e-06,0.0
765,766,0.0,1.0,50.0,15000,28378,296.4637503,296.4637503,197.64250019999997,0.0,8460.0,16680.0,990.0,0.0,295.45293680000003,0.0,0.0,3.0,0.0,0.008155901,2.59e-06,3.0
766,767,0.0,1.4,47.06,15710,22657,5669.981538,14377.45319,9922.467692,0.0,0.0,11310.0,1470.0,0.0,0.0,0.0,1988.630503,4.0,0.0,0.004729064,1.26e-06,4.0
767,768,0.0,2.5,0.0,50000,69134,1297.089833,2594.179666,1037.671866,0.0,8610.0,1350.0,0.0,0.0,1012.2478060000001,0.0,0.0,0.0,0.0,0.00424782,9.87e-07,0.0
768,769,6.85,2.2,11.36,53625,69129,1715.841854,3088.5153379999997,2296.5883280000003,0.0,73770.0,20970.0,840.0,2400.0,8051.985798999999,1177.33479,0.0,1.0,6.0,0.018608713,9.699999999999999e-06,-5.0
769,770,6.38,2.2,11.11,54871,69129,2839.434966,4952.502848,2113.067882,0.0,6630.0,32490.0,0.0,0.0,6247.577346,0.0,0.0,0.0,0.0,0.012363494,3.88e-06,0.0
770,771,22.86,0.9,41.67,17480,28382,2496.539179,11014.14344,7930.183273999999,0.0,2730.0,9480.0,4620.0,750.0,1928.364531,639.0669477999999,0.0,0.0,0.0,0.005339034,1.74e-06,0.0
771,772,0.0,0.0,0.0,0,0,0.0,0.0,0.0,690.0,2430.0,10410.0,1950.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.00941546,1.83e-06,0.0
772,773,22.22,1.0,44.44,18750,28382,1860.0315219999998,3381.8754950000002,2029.1252969999998,0.0,0.0,12060.0,2850.0,390.0,1849.967073,0.0,0.0,1.0,2.0,0.005578193,1.51e-06,-1.0
773,774,18.75,1.0,42.86,17480,28382,2710.08839,6142.8670170000005,3794.123746,0.0,1650.0,11850.0,750.0,0.0,1933.4377559999998,0.0,0.0,0.0,0.0,0.004788939,1.42e-06,0.0
774,775,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3180.0,9990.0,12150.0,5970.0,0.0,1199.9732470000001,0.0,0.0,0.0,0.007112082,3.08e-06,0.0
775,776,0.0,0.0,0.0,0,0,340.82385530000005,0.0,852.0596383,0.0,0.0,1650.0,10020.0,3480.0,0.0,1821.463593,1461.529207,0.0,0.0,0.0050652729999999995,1.5e-06,0.0
776,777,6.06,2.1,11.11,52758,69129,2313.013155,4378.203472,1899.975091,0.0,16740.0,14640.0,0.0,0.0,3138.578364,0.0,0.0,0.0,0.0,0.0071266540000000005,3.1e-06,0.0
777,778,0.0,0.0,0.0,0,0,0.0,0.0,585.6160208,0.0,0.0,6390.0,37050.0,45090.0,0.0,32897.47406,0.0,0.0,0.0,0.012467101000000001,8.74e-06,0.0
778,779,0.0,0.0,0.0,0,0,0.0,0.0,2837.538064,119520.0,91950.0,103890.0,161070.0,111540.0,0.0,57068.39456,10500.809490000001,0.0,0.0,0.040263537,5.8099999999999996e-05,0.0
779,780,7.14,1.5,7.14,38740,44059,1690.8461399999999,4303.9719939999995,2305.699282,0.0,1380.0,13410.0,2100.0,0.0,1754.698582,438.6226248,0.0,0.0,0.0,0.005170002,1.67e-06,0.0
780,781,0.0,1.4,10.0,40584,44060,1385.238519,2000.9000829999998,1385.238519,0.0,420.0,13230.0,2970.0,90.0,1131.003223,851.4417302999999,0.0,0.0,0.0,0.005212694,1.66e-06,0.0
781,782,0.0,0.0,0.0,0,0,0.0,0.0,0.0,13410.0,13140.0,11100.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028343998,3.77e-06,0.0
782,783,11.54,1.9,13.64,55627,85805,1427.457892,3606.209411,1878.234068,0.0,17460.0,16980.0,0.0,0.0,3652.794611,0.0,0.0,0.0,0.0,0.009505444,3.41e-06,0.0
783,784,6.67,2.1,0.0,69080,75390,795.1961722,1722.9250399999999,993.9952152999999,0.0,22530.0,16680.0,0.0,0.0,2732.240646,187.629423,0.0,0.0,0.0,0.008045735,3.86e-06,0.0
784,785,0.0,1.0,0.0,0,70036,1041.6906279999998,3645.917196,1562.535941,0.0,420.0,4560.0,0.0,0.0,731.3429041,0.0,0.0,0.0,0.0,0.0028611709999999996,4.91e-07,0.0
785,786,6.67,1.7,16.67,45195,97897,2929.930384,3906.5738460000002,1757.9582309999998,0.0,2880.0,9450.0,1020.0,0.0,1990.0037120000002,124.76163999999999,216.27076359999998,0.0,0.0,0.00479995,1.31e-06,0.0
786,787,0.0,0.0,0.0,0,0,0.0,0.0,2214.7498809999997,11970.0,78240.0,80220.0,91530.0,54630.0,0.0,27477.075160000004,397.7781018,5.0,13.0,0.022682382,3.13e-05,-8.0
787,788,5.56,1.6,20.0,32003,73934,2140.163268,4501.722737,1992.5658019999998,0.0,28410.0,6780.0,0.0,0.0,3089.672174,0.0,0.0,0.0,0.0,0.00783843,3.47e-06,0.0
788,789,3.92,1.5,18.18,41089,63090,2745.460793,3364.1561840000004,2358.776175,7290.0,38790.0,16980.0,3930.0,0.0,3177.094611,4165.877253000001,0.0,0.0,0.0,0.010865884,6.62e-06,0.0
789,790,5.56,1.5,20.0,39362,61879,2036.360866,4777.6158780000005,2193.00401,0.0,25050.0,7920.0,0.0,0.0,2482.812349,0.0,0.0,0.0,0.0,0.008230211,3.27e-06,0.0
790,791,4.21,1.5,11.21,47151,65533,504.3852682,1099.4873109999999,693.0761599,263040.0,334410.0,95490.0,19530.0,1020.0,19773.775540000002,2330.0949920000003,280.94111200000003,0.0,0.0,0.047949316,7.049999999999999e-05,0.0
791,792,0.0,0.0,0.0,0,0,0.0,0.0,0.0,61110.0,37740.0,19860.0,3270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033102807000000005,1.21e-05,0.0
792,793,0.0,0.0,0.0,0,0,0.0,0.0,177.23853689999999,122100.0,37560.0,67260.0,97260.0,157980.0,202.08445759999998,3218.005441,82732.92923,0.0,0.0,0.052463006,4.7600000000000005e-05,0.0
793,794,0.0,0.0,0.0,0,0,0.0,0.0,0.0,24390.0,31230.0,37080.0,6690.0,2070.0,0.0,1884.024791,0.0,0.0,0.0,0.026423951,1e-05,0.0
794,795,0.0,1.7,7.69,43750,59384,2361.9882820000003,6347.843509,3100.109621,0.0,5580.0,12150.0,0.0,0.0,2008.2006030000002,0.0,0.0,0.0,0.0,0.005488855999999999,1.73e-06,0.0
795,796,0.0,1.3,0.0,50000,59382,2086.346033,4172.692065,4172.692065,0.0,0.0,3240.0,600.0,0.0,409.32265889999996,0.0,0.0,0.0,3.0,0.002435909,3.6799999999999996e-07,-3.0
796,797,0.0,1.8,0.0,40901,66748,1701.198068,2892.036716,2211.5574890000003,0.0,1890.0,7200.0,5400.0,900.0,932.4864992999999,1982.990965,0.0,0.0,3.0,0.005283404,1.5e-06,-3.0
797,798,2.78,1.9,5.0,45079,61806,1889.784436,4129.528952000001,1819.79242,0.0,27420.0,9480.0,0.0,0.0,3811.542357,0.0,0.0,0.0,0.0,0.007658099,3.65e-06,0.0
798,799,0.0,1.6,12.5,45079,59386,2235.6431850000004,4024.1577340000003,2012.0788670000002,0.0,2880.0,8790.0,0.0,0.0,1510.1237199999998,0.0,0.0,0.0,0.0,0.004500466,1.14e-06,0.0
799,800,0.0,1.9,0.0,64329,85361,1593.203528,2503.605544,1138.00252,0.0,8280.0,11130.0,2760.0,660.0,2178.793782,456.7596028,0.0,14.0,7.0,0.008813712,2.25e-06,7.0
800,801,0.0,2.0,0.0,68533,92474,1590.5306640000001,4612.538926,1590.5306640000001,0.0,5490.0,10470.0,180.0,0.0,1296.414817,0.0,0.0,0.0,0.0,0.005559446,1.61e-06,0.0
801,802,0.0,1.9,0.0,63384,86696,2260.412179,3324.135557,1196.6888,0.0,6510.0,12870.0,0.0,0.0,2038.2289629999998,0.0,149.93573930000002,0.0,0.0,0.00583203,1.92e-06,0.0
802,803,7.27,1.5,10.64,33788,49213,1822.496605,4187.864539,2287.814887,0.0,38190.0,27270.0,1410.0,0.0,5913.034995,0.0,0.0,0.0,0.0,0.014495559,6.6e-06,0.0
803,804,7.14,1.5,14.29,36603,47487,1737.239201,3608.1121869999997,1870.8729859999999,0.0,6120.0,13230.0,0.0,0.0,1884.0928440000002,0.0,0.0,0.0,0.0,0.005843851999999999,1.91e-06,0.0
